Date_Pointage;Destination;Objectif;NOMBRE DE BUS;Observation;Action;Shift_Prevu_Nom;Heure_Pointage_Reel;Heure_Cible_Texte
2024-08-19;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;ben hamed+cité+GT +ML Jemil ext;;L'horaire 22h;21:53:00;22:00
2024-08-19;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 22h;21:55:00;22:00
2024-08-19;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:51:00;22:00
2024-08-19;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:57:00;22:00
2024-08-19;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:48:00;22:00
2024-08-19;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 22h;22:06:00;22:00
2024-08-19;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;ben hamed+cité+GT +ML Jemil ext;;L'horaire 06 h;06:04:00;06:00
2024-08-19;BLAT;20 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-19;BNI TOUN;20 minutes Avant l’heure;1.0;teskraya+bni toun;;L'horaire 06 h;06:03:00;06:00
2024-08-19;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 06 h;05:53:00;06:00
2024-08-19;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:48:00;06:00
2024-08-19;ML BOURG (OM HANI);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:50:00;06:00
2024-08-19;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:46:00;06:00
2024-08-19;JARZOUNA (CITÉ);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:42:00;06:00
2024-08-19;ML BOURG (CITÉ ENAJEH);15 minutes Avant l’heure;1.0;cité enajeh +jabana;;L'horaire 06 h;05:50:00;06:00
2024-08-19;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-19;ML BOURG JABANA+PHARMACIE CITÉ ENAJEH;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:50:00;06:00
2024-08-19;MATEUR CITÉ ENACER;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:37:00;06:00
2024-08-19;MATEUR TECHGUA +(GARRE ROUTIÈRE);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:48:00;06:00
2024-08-19;K ANDALOUS 1;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:52:00;06:00
2024-08-19; ZHANA;20 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:34:00;06:00
2024-08-19;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:44:00;06:00
2024-08-19;SIDI THABET;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-19;OUED LIL;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:37:00;06:00
2024-08-19;CITE TADHAMEN;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:49:00;06:00
2024-08-19;CITE ELBASSATINE;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:49:00;06:00
2024-08-19;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:49:00;06:00
2024-08-19;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:54:00;06:00
2024-08-19;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:42;06:00
2024-08-19;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:50;06:00
2024-08-19;ML JEMIL EXT;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:59:00;06:00
2024-08-19;ML BOURG (TINJA) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:42:00;06:00
2024-08-19;ML BOURG (SACEM) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:48:00;06:00
2024-08-19;ML BOURG GUENGLA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:45:00;06:00
2024-08-19;JDAIDA STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:44:00;06:00
2024-08-19;TBORBA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:38:00;06:00
2024-08-19;RAOUED+ BORJ TOUIL;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:47:00;06:00
2024-08-19;BIZERTE ADMI;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:50:00;08:00
2024-08-19;MATEUR ADM ;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:53:00;08:00
2024-08-19;JARZOUNA ADM;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:52:00;08:00
2024-08-19;ML BOURG ADM;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:55:00;08:00
2024-08-19;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;ben hamed+cité+GT +ML Jemil ext;;L'horaire 14h;13:58:00;14:00
2024-08-19;BLAT;20 minutes Avant l’heure;1.0;;;L'horaire 14h;13:40:00;14:00
2024-08-19;BNI TOUN;20 minutes Avant l’heure;1.0;teskraya+bni toun;;L'horaire 14h;14:05:00;14:00
2024-08-19;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 14h;14:21:00;14:00
2024-08-19;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:55:00;14:00
2024-08-19;ML BOURG (OM HANI);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:46:00;14:00
2024-08-19;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:46:00;14:00
2024-08-19;JARZOUNA (CITÉ);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:57:00;14:00
2024-08-19;ML BOURG (CITÉ ENAJEH);15 minutes Avant l’heure;1.0;cité enajeh +jabana;;L'horaire 14h;13:56:00;14:00
2024-08-19;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:40:00;14:00
2024-08-19;MATEUR CITÉ ENACER;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:42:00;14:00
2024-08-19;MATEUR TECHGUA +(GARRE ROUTIÈRE);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:44:00;14:00
2024-08-19;K ANDALOUS 1;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:53:00;14:00
2024-08-19; ZHANA;20 minutes Avant l’heure;1.0;;;L'horaire 14h;13:32:00;14:00
2024-08-19;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 14h;13:55:00;14:00
2024-08-19;SIDI THABET;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:37:00;14:00
2024-08-19;OUED LIL;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:32:00;14:00
2024-08-19;CITE TADHAMEN;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:48:00;14:00
2024-08-19;CITE ELBASSATINE;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:40:00;14:00
2024-08-19;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:55:00;14:00
2024-08-19;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:45:00;14:00
2024-08-19;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:45:00;14:00
2024-08-19;ML JEMIL EXT;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:50:00;14:00
2024-08-19;ML BOURG (TINJA) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:45:00;14:00
2024-08-19;ML BOURG (SACEM) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:52:00;14:00
2024-08-19;ML BOURG GUENGLA;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:45:00;14:00
2024-08-19;JDAIDA STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:48:00;14:00
2024-08-19;TBORBA;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:38:00;14:00
2024-08-19;RAOUED+ BORJ TOUIL;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:46:00;14:00
2024-08-20;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;;;L'horaire 22h;21:46:00;22:00
2024-08-20;BLAT;20 minutes Avant l’heure;1.0;blat+louata+faroua;;L'horaire 22h;21:48:00;22:00
2024-08-20;BNI TOUN;20 minutes Avant l’heure;1.0;teskraya+bni toun;;L'horaire 22h;21:47:00;22:00
2024-08-20;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 22h;21:51:00;22:00
2024-08-20;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:59:00;22:00
2024-08-20;ML BOURG (OM HANI);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:42:00;22:00
2024-08-20;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:53:00;22:00
2024-08-20;JARZOUNA (CITÉ);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:49:00;22:00
2024-08-20;ML BOURG (CITÉ ENAJEH);15 minutes Avant l’heure;1.0;panne;;L'horaire 22h;21:53:00;22:00
2024-08-20;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:44:00;22:00
2024-08-20;MATEUR CITÉ ENACER;15 minutes Avant l’heure;1.0;vide pour faire le retour;;L'horaire 22h;21:48:00;22:00
2024-08-20;MATEUR TECHGUA +(GARRE ROUTIÈRE);15 minutes Avant l’heure;1.0;panne;;L'horaire 22h;21:24:00;22:00
2024-08-20;K ANDALOUS 1;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:47:00;22:00
2024-08-20; ZHANA;20 minutes Avant l’heure;1.0;;;L'horaire 22h;21:47:00;22:00
2024-08-20;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 22h;21:45:00;22:00
2024-08-20;SIDI THABET;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:32:00;22:00
2024-08-20;CITE TADHAMEN;15 minutes Avant l’heure;1.0;;;L'horaire 22h;22:00:00;22:00
2024-08-20;CITE ELBASSATINE;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:28:00;22:00
2024-08-20;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:46:00;22:00
2024-08-20;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:53:00;22:00
2024-08-20;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:43:00;22:00
2024-08-20;ML JEMIL EXT;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:42:00;22:00
2024-08-20;ML BOURG (TINJA) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:50:00;22:00
2024-08-20;ML BOURG (SACEM) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:39:00;22:00
2024-08-20;ML BOURG GUENGLA;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:54:00;22:00
2024-08-20;JDAIDA STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:52:00;22:00
2024-08-20;TBORBA;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:52:00;22:00
2024-08-20;RAOUED+ BORJ TOUIL;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:40:00;22:00
2024-08-20;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:56:00;06:00
2024-08-20;BLAT;20 minutes Avant l’heure;1.0;blat+louata+faroua;;L'horaire 06 h;05:57:00;06:00
2024-08-20;BNI TOUN;20 minutes Avant l’heure;1.0;teskraya+bni toun;;L'horaire 06 h;05:51:00;06:00
2024-08-20;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 06 h;05:52:00;06:00
2024-08-20;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:43:00;06:00
2024-08-20;ML BOURG (OM HANI);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:56:00;06:00
2024-08-20;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:46:00;06:00
2024-08-20;JARZOUNA (CITÉ);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:59:00;06:00
2024-08-20;ML BOURG (CITÉ ENAJEH);15 minutes Avant l’heure;1.0;panne;;L'horaire 06 h;05:46:00;06:00
2024-08-20;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:42:00;06:00
2024-08-20;ML BOURG JABANA+PHARMACIE CITÉ ENAJEH;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:42:00;06:00
2024-08-20;MATEUR CITÉ ENACER;15 minutes Avant l’heure;1.0;vide pour faire le retour;;L'horaire 06 h;05:37:00;06:00
2024-08-20;MATEUR TECHGUA +(GARRE ROUTIÈRE);15 minutes Avant l’heure;1.0;panne;;L'horaire 06 h;05:48:00;06:00
2024-08-20;K ANDALOUS 1;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:51:00;06:00
2024-08-20; ZHANA;20 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:31:00;06:00
2024-08-20;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:43:00;06:00
2024-08-20;SIDI THABET;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:36:00;06:00
2024-08-20;OUED LIL;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:36:00;06:00
2024-08-20;CITE TADHAMEN;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-20;CITE ELBASSATINE;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-20;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:49:00;06:00
2024-08-20;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:50:00;06:00
2024-08-20;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:43;06:00
2024-08-20;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:50;06:00
2024-08-20;ML JEMIL EXT;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:55:00;06:00
2024-08-20;ML BOURG (TINJA) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:44:00;06:00
2024-08-20;ML BOURG (SACEM) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:48:00;06:00
2024-08-20;ML BOURG GUENGLA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:48:00;06:00
2024-08-20;JDAIDA STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-20;TBORBA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:39:00;06:00
2024-08-20;RAOUED+ BORJ TOUIL;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:41:00;06:00
2024-08-20;BIZERTE ADMI;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:53:00;08:00
2024-08-20;MATEUR ADM ;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:51:00;08:00
2024-08-20;JARZOUNA ADM;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:52:00;08:00
2024-08-20;ML BOURG ADM;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:55:00;08:00
2024-08-20;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;;;L'horaire 14h;13:46:00;14:00
2024-08-20;BLAT;20 minutes Avant l’heure;1.0;blat+louata+faroua;;L'horaire 14h;13:40:00;14:00
2024-08-20;BNI TOUN;20 minutes Avant l’heure;1.0;teskraya+bni toun;;L'horaire 14h;13:58:00;14:00
2024-08-20;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 14h;14:10:00;14:00
2024-08-20;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:53:00;14:00
2024-08-20;ML BOURG (OM HANI);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:55:00;14:00
2024-08-20;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:49:00;14:00
2024-08-20;JARZOUNA (CITÉ);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:55:00;14:00
2024-08-20;ML BOURG (CITÉ ENAJEH);15 minutes Avant l’heure;1.0;panne;;L'horaire 14h;14:06:00;14:00
2024-08-20;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:42:00;14:00
2024-08-20;MATEUR CITÉ ENACER;15 minutes Avant l’heure;1.0;vide pour faire le retour;;L'horaire 14h;14:00:00;14:00
2024-08-20;MATEUR TECHGUA +(GARRE ROUTIÈRE);15 minutes Avant l’heure;1.0;panne;;L'horaire 14h;14:00:00;14:00
2024-08-20;K ANDALOUS 1;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:49:00;14:00
2024-08-20; ZHANA;20 minutes Avant l’heure;1.0;;;L'horaire 14h;13:28:00;14:00
2024-08-20;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 14h;13:48:00;14:00
2024-08-20;SIDI THABET;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:28:00;14:00
2024-08-20;OUED LIL;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:33:00;14:00
2024-08-20;CITE TADHAMEN;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:44:00;14:00
2024-08-20;CITE ELBASSATINE;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:49:00;14:00
2024-08-20;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:58:00;14:00
2024-08-20;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:46:00;14:00
2024-08-20;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:43:00;14:00
2024-08-20;ML JEMIL EXT;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:46:00;14:00
2024-08-20;ML BOURG (TINJA) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:46:00;14:00
2024-08-20;ML BOURG (SACEM) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:44:00;14:00
2024-08-20;ML BOURG GUENGLA;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:45:00;14:00
2024-08-20;JDAIDA STCI;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:50:00;14:00
2024-08-20;TBORBA;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:35:00;14:00
2024-08-20;RAOUED+ BORJ TOUIL;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:47:00;14:00
2024-08-21;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;ben hamed+cité;;L'horaire 22h;21:44:00;22:00
2024-08-21;BLAT;20 minutes Avant l’heure;1.0;;;L'horaire 22h;21:56:00;22:00
2024-08-21;BNI TOUN;20 minutes Avant l’heure;1.0;teskraya+bni toun;;L'horaire 22h;22:15:00;22:00
2024-08-21;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 22h;21:58:00;22:00
2024-08-21;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:59:00;22:00
2024-08-21;ML BOURG (OM HANI);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:53:00;22:00
2024-08-21;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:52:00;22:00
2024-08-21;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:42:00;22:00
2024-08-21;MATEUR TECHGUA +(GARRE ROUTIÈRE);15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:52:00;22:00
2024-08-21;K ANDALOUS 1;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:45:00;22:00
2024-08-21;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 22h;21:50:00;22:00
2024-08-21;SIDI THABET;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:43:00;22:00
2024-08-21;CITE TADHAMEN;15 minutes Avant l’heure;1.0;tadhamen+bassatine;;L'horaire 22h;21:38:00;22:00
2024-08-21;CITE ELBASSATINE;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:25:00;22:00
2024-08-21;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:51:00;22:00
2024-08-21;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:40:00;22:00
2024-08-21;ML JEMIL EXT;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:41:00;22:00
2024-08-21;ML BOURG (TINJA) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:40:00;22:00
2024-08-21;ML BOURG (SACEM) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:39:00;22:00
2024-08-21;ML BOURG GUENGLA;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:50:00;22:00
2024-08-21;JDAIDA STCI;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:39:00;22:00
2024-08-21;RAOUED+ BORJ TOUIL;15 minutes Avant l’heure;1.0;;;L'horaire 22h;21:57:00;22:00
2024-08-21;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;ben hamed+cité;;L'horaire 06 h;05:44:00;06:00
2024-08-21;BLAT;20 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:53:00;06:00
2024-08-21;BNI TOUN;20 minutes Avant l’heure;1.0;teskraya+bni toun;;L'horaire 06 h;05:53:00;06:00
2024-08-21;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 06 h;05:54:00;06:00
2024-08-21;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:52:00;06:00
2024-08-21;ML BOURG (OM HANI);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:48:00;06:00
2024-08-21;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:48:00;06:00
2024-08-21;ML BOURG (CITÉ ENAJEH);15 minutes Avant l’heure;1.0;cité enajeh +jabana;;L'horaire 06 h;05:47:00;06:00
2024-08-21;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-21;MATEUR CITÉ ENACER;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:36:00;06:00
2024-08-21;MATEUR TECHGUA +(GARRE ROUTIÈRE);15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:53:00;06:00
2024-08-21;K ANDALOUS 1;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:56:00;06:00
2024-08-21;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:41:00;06:00
2024-08-21;SIDI THABET;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:34:00;06:00
2024-08-21;OUED LIL;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:33:00;06:00
2024-08-21;CITE TADHAMEN;15 minutes Avant l’heure;1.0;tadhamen+bassatine;;L'horaire 06 h;05:58:00;06:00
2024-08-21;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:56:00;06:00
2024-08-21;7 NOVEMBRE STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:47:00;06:00
2024-08-21;GARRE ROUTIÈRE TUNIS +HRIZA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:43:00;06:00
2024-08-21;ML JEMIL EXT;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:51:00;06:00
2024-08-21;ML BOURG (TINJA) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:46:00;06:00
2024-08-21;ML BOURG (SACEM) STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:48:00;06:00
2024-08-21;ML BOURG GUENGLA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:46:00;06:00
2024-08-21;JDAIDA STCI;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-21;TBORBA;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:40:00;06:00
2024-08-21;RAOUED+ BORJ TOUIL;15 minutes Avant l’heure;1.0;;;L'horaire 06 h;05:43:00;06:00
2024-08-21;BIZERTE ADMI;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:53:00;08:00
2024-08-21;MATEUR ADM ;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:55:00;08:00
2024-08-21;JARZOUNA ADM;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:52:00;08:00
2024-08-21;ML BOURG ADM;15 minutes Avant l’heure;1.0;;;L'horaire 08h;07:56:00;08:00
2024-08-21;JARZOUNA (BEN HAMED);20 minutes Avant l’heure;1.0;ben hamed+cité;;L'horaire 14h;13:54:00;14:00
2024-08-21;BLAT;20 minutes Avant l’heure;1.0;;;L'horaire 14h;13:33:00;14:00
2024-08-21;BNI TOUN;20 minutes Avant l’heure;1.0;teskraya+bni toun;;L'horaire 14h;14:00:00;14:00
2024-08-21;ML ABDERAHMEN+ML JEMIL;15 minutes Avant l’heure;1.0;ml abderahmen+ml jemil;;L'horaire 14h;14:11:00;14:00
2024-08-21;ML BOURG (TRANSFAL);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:45:00;14:00
2024-08-21;ML BOURG (OM HANI);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:50:00;14:00
2024-08-21;ML BOURG (CNSS);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:50:00;14:00
2024-08-21;JARZOUNA (CITÉ);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:54:00;14:00
2024-08-21;ML BOURG (CITÉ ENAJEH);15 minutes Avant l’heure;1.0;cité enajeh +jabana;;L'horaire 14h;13:50:00;14:00
2024-08-21;MATEUR (JALTA);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:40:00;14:00
2024-08-21;MATEUR TECHGUA +(GARRE ROUTIÈRE);15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:48:00;14:00
2024-08-21;K ANDALOUS 1;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:45:00;14:00
2024-08-21;BNI NAFAA;20 minutes Avant l’heure;1.0;;;L'horaire 14h;13:47:00;14:00
2024-08-21;SIDI THABET;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:36:00;14:00
2024-08-21;OUED LIL;15 minutes Avant l’heure;1.0;;;L'horaire 14h;13:32:00;14:00
2024-08-21;CITE TADHAMEN;15 minutes Avant l’heure;1.0;tadhamen+bassatine;;L'horaire 14h;13:57:00;14:00
